field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
40,0.8a1,aboutDataSource2,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,5,4,What is the highest security classification of the input data used by the system? (Select one),Quelle est la classification de sécurité la plus élevée des données d’entrée utilisées par le système? (N’en choisir qu’une seule),,
41,0.8a1,aboutDataSource3,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,3,Who controls the data?,Qui contrôle les données?,,
42,0.8a1,aboutDataSource4,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system use data from multiple different sources?,Les données utilisées par le système proviendront-elles de plusieurs sources différentes?,,
43,0.8a1,aboutDataSource5,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,"Will the system require input data from an Internet- or telephony-connected device? (e.g. Internet of Things, sensor)","Le système aura-t-il besoin de données d’entrée provenant d’un appareil connecté à Internet ou à la téléphonie? (P. ex., internet des objets, un Capteur)",,
44,0.8a1,aboutDataSource6,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system interface with other IT systems?,Le système interagira-t-il avec d’autres systèmes des TI?,,
45,0.8a1,aboutDataSource7,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the data used for training the system?,Qui a recueilli les données utilisées pour préparer le système? ,,
46,0.8a1,aboutDataSource8,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the input data used by the system?,Qui a recueilli les données d’entrée utilisées par le système?,,
47,0.8a1,aboutDataType1,aboutData,About The Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,radiogroup,N,,2,0,Will the system require the analysis of unstructured data to render a recommendation or a decision?,Le système exigera-t-il l’analyse de données non structurées pour faire une recommandation ou prendre une décision?,,
48,0.8a1,aboutDataType2,aboutData,About The Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,checkbox,N,"{aboutDataType1} = ""item1""",2,6,What types of unstructured data? (Check all that apply),De quel type de données non structurées s’agit-il (Cochez toutes les réponses qui s’appliquent)?,,
49,0.8a1,consultationDesign1,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Internal Stakeholders (Strategic policy and planning, Data Governance, Program Policy, etc.)","Intervenants internes (politique et planification stratégiques, gouvernance des données, politique du programme, etc.)",,
50,0.8a1,consultationDesign2-NS,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign1} = ""item1-1""",7,0,Which Internal Stakeholders will you be engaging?,Quels intervenants internes allez-vous consulter?,,
51,0.8a1,consultationDesign3,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"External Stakeholders (Civil Society, Academia, Industry, etc.)","Intervenants externes (société civile, universités, industrie, etc.)",,
52,0.8a1,consultationDesign4-NS,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign3} = ""item1-1""",3,0,Which External Stakeholders will you be engaging?,Quels intervenants externes allez-vous consulter?,,
53,0.8a1,consultationImplementation1,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"Internal Stakeholders (Strategic policy and planning, Data Governance, Program Policy, etc.)","Intervenants internes (politique et planification stratégiques, gouvernance des données, politique du programme, etc.)",,
54,0.8a1,consultationImplementation2-NS,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,checkbox,N,"{consultationImplementation1} = ""item1-1""",7,0,Which Internal Stakeholders have you engaged?,Quels intervenants internes avez-vous consulté?,,
55,0.8a1,consultationImplementation3,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"External Stakeholders (Civil Society, Academia, Industry, etc.)","Intervenants externes (société civile, universités, industrie, etc.)",,
56,0.8a1,consultationImplementation4-NS,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,checkbox,N,"{consultationImplementation3} = ""item1-1""",3,0,Which External Stakeholders have you engaged?,Quels intervenants externes avez-vous consulté?,,
57,0.8a1,dataQualityDesign1,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,"Will you have documented processes in place to test datasets against biases and other unexpected outcomes? This could include experience in applying frameworks, methods, guidelines or other assessment tools.","Disposerez-vous de processus documentés pour tester les jeux de données en fonction de biais et d’autres résultats inattendus? Par exemple, ceci pourrait inclure une expérience dans l’application de cadres, de méthodes, de lignes directrices ou d’outils d’évaluation.",,
58,0.8a1,dataQualityDesign2,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,"{dataQualityDesign1} = ""item1-2""",2,1,Will you be making this information publicly available?,Allez-vous rendre cette information disponible publiquement?,,
59,0.8a1,dataQualityDesign3,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you be developing a process to document how data quality issues were resolved during the design process?,Allez-vous élaborer un processus permettant de documenter la façon dont les problèmes de qualité des données qui seront résolus pendant le processus de conception?,,
60,0.8a1,dataQualityDesign4,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you be making this information publicly available?,Allez-vous rendre cette information disponible publiquement?,,
61,0.8a1,dataQualityDesign5,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you undertake a Gender Based Analysis Plus of the data?,Entreprendrez-vous une analyse comparative entre les sexes plus des données?,,
62,0.8a1,dataQualityDesign6,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you be making this information publicly available?,Allez-vous rendre cette information disponible publiquement?,,
63,0.8a1,dataQualityDesign7,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,"Have you assigned accountability in your institution for the design, development, maintenance, and improvement of the system?","Dans votre établissement, existe-t-il des responsables de la conception, du développement, de la maintenance et de l’amélioration du système?",,
64,0.8a1,dataQualityDesign8,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will you have a documented process to manage the risk that outdated or unreliable data is used to make an automated decision?,Disposerez-vous d'un processus documenté pour gérer le risque que des données périmées ou non fiables soient utilisées pour prendre une décision automatisée?,,
65,0.8a1,dataQualityDesign9,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you be making this information publicly available?,Allez-vous rendre cette information disponible publiquement?,,
66,0.8a1,dataQualityDesign10,dataQualityDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,13,dataQualityDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the data used for this system be posted on the Open Government Portal?,Les données utilisées pour ce système seront-elles affichées sur la portail du gouvernement ouvert?,,
67,0.8a1,dataQualityImplementation1,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,"Do you have documented processes in place to test datasets against biases and other unexpected outcomes? This could include experience in applying frameworks, methods, guidelines or other assessment tools.","Disposez-vous de processus documentés pour tester les jeux de données en fonction de biais et d’autres résultats inattendus? Par exemple, ceci pourrait inclure une expérience dans l’application de cadres, de méthodes, de lignes directrices ou d’outils d’évaluation.",,
68,0.8a1,dataQualityImplementation2,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is this information publicly available?,Cette information est-elle publiquement disponible?,,
69,0.8a1,dataQualityImplementation3,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Have you developed a process to document how data quality issues were resolved during the design process?,Avez-vous élaboré un processus permettant de documenter la façon dont les problèmes de qualité des données qui seront résolus pendant le processus de conception?,,
70,0.8a1,dataQualityImplementation4,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is this information publicly available?,Cette information est-elle publiquement disponible?,,
71,0.8a1,dataQualityImplementation5,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Have you undertaken a Gender Based Analysis Plus of the data?,Avez-vous entrepris une analyse comparative entre les sexes plus des données?,,
72,0.8a1,dataQualityImplementation6,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is this information publicly available?,Cette information est-elle publiquement disponible?,,
73,0.8a1,dataQualityImplementation7,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,"Have you assigned accountability in your institution for the design, development, maintenance, and improvement of the system?","Dans votre établissement, existe-t-il des responsables de la conception, du développement, de la maintenance et de l’amélioration du système?",,
74,0.8a1,dataQualityImplementation8,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Do you have a documented process to manage the risk that outdated or unreliable data is used to make an automated decision?,Disposez-vous d'un processus documenté pour gérer le risque que des données périmées ou non fiables soient utilisées pour prendre une décision automatisée?,,
75,0.8a1,dataQualityImplementation9,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is this information publicly available?,Cette information est-elle publiquement disponible?,,
76,0.8a1,dataQualityImplementation10,dataQualityImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,14,dataQualityImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Is the data used for this system posted on the Open Government Portal?,Les données utilisées pour ce système seront-elles affichées sur la portail du gouvernement ouvert?,,
77,0.8a1,fairnessDesign1,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will the audit trail identify the authority or delegated authority identified in legislation?,La piste de vérification permettra-t-elle de déterminer les pouvoirs ou les pouvoirs délégués prévus par la lois?,,
78,0.8a1,fairnessDesign2,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the system provide an audit trail that records all the recommendations or decisions made by the system?,Le système fournira-t-il une piste de vérification qui enregistre toutes les recommandations ou décisions prises par le système?,,
79,0.8a1,fairnessDesign3,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will all the key decision points identifiable in audit trail?,Pourra-t-on identifier tous les points de décision clés dans la piste de vérification?,,
80,0.8a1,fairnessDesign4,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Will all key decision points within the automated system's logic be linked to the relevant legislation, policy or procedure?","Est-ce que toutes les décisions clés seront liées à une législation, politique ou à une procédure pertinente?",,
81,0.8a1,fairnessDesign5,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will you maintain a log detailing all of the changes made to the model and the system?,Tiendrez-vous un journal détaillant toutes les modifications apportées au modèle et au système?,,
82,0.8a1,fairnessDesign6,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will the audit trail clearly set out all decision points made by the system?,La piste de vérification indiquera-t-elle clairement tous les points de décision prise par le système?,,
83,0.8a1,fairnessDesign7,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Could the audit trail generated by the system be used to help generate a notification of the decision (including a statement of reasons or other notification) where required?,La piste de vérification générée par le système pourrait-elle être utilisée pour aider à produire une notification de la décision (y compris un énoncé des motifs ou une autre notification) au besoin?,,
84,0.8a1,fairnessDesign8,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the audit trail identify precisely which version of the system was used for each decision it supports?,La piste de vérification permettra-t-elle de déterminer précisément quelle version du système a été utilisée pour chaque décision qu'elle appuie?,,
85,0.8a1,fairnessDesign9,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will the audit trail show who the authorized decision-maker is?,La piste de vérification indiquera-t-elle qui est le décideur autorisé?,,
86,0.8a1,fairnessDesign10,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the system be able to produce reasons for its decisions or recommendations when required?,Le système sera-t-il en mesure de justifier ses décisions ou ses recommandations au besoin?,,
87,0.8a1,fairnessDesign11,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Will there be a process in place to grant, monitor, and revoke access permission to the system?","Y aura-t-il un processus en place pour accorder, surveiller et révoquer l'autorisation d'accès au système?",,
88,0.8a1,fairnessDesign12,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will there be a mechanism to capture feedback by users of the system?,Y aura-t-il un mécanisme pour recueillir les commentaires des utilisateurs du système?,,
89,0.8a1,fairnessDesign13,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will there be a recourse process planned or established for clients that wish to challenge the decision?,Y aura-t-il un processus de recours prévu ou établi pour les clients qui souhaitent contester la décision?,,
90,0.8a1,fairnessDesign14,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the system enable human override of system decisions?,Le système permettra-t-il à une personne de passer outre aux décisions du système?,,
91,0.8a1,fairnessDesign15,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will there be a process in place to log the instances when overrides were performed?,Y aura-t-il un processus en place pour consigner les cas où des dérogations ont été effectuées?,,
92,0.8a1,fairnessDesign16,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,Will the audit trail include change control processes to record modifications to the system's operation or performance?,La piste de vérification comprendra-t-elle des processus pour enregistrer les modifications apportées au fonctionnement ou au rendement du système?,,
93,0.8a1,fairnessDesign17,fairnessDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,15,fairnessDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will you prepared a concept case to the Government of Canada Enterprise Architecture Review Board?,Avez-vous préparé un dossier conceptuel à l'intention du Comité d'examen de l'architecture d'entreprise du gouvernement du Canada?,,
94,0.8a1,fairnessImplementation1,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Does the audit trail identify the authority or delegated authority identified in legislation?,La piste de vérification permet-elle de déterminer les pouvoirs ou les pouvoirs délégués prévus par la lois?,,
95,0.8a1,fairnessImplementation2,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Does the system provide an audit trail that records all the recommendations or decisions made by the system?,Le système fournit-il une piste de vérification qui enregistre toutes les recommandations ou décisions prises par le système?,,
96,0.8a1,fairnessImplementation3,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Are all key decision points identifiable in audit trail?,Est-ce que tous les points de décision clés peuvent être identifiés dans la piste de vérification?,,
97,0.8a1,fairnessImplementation4,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"Are all key decision points within the automated system's logic linked to the relevant legislation, policy or procedures?","Est-ce que toutes les décisions clés sont liées à une législation, politique ou à une procédure pertinente?",,
98,0.8a1,fairnessImplementation5,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Do you maintain a current and up to date log detailing all of the changes made to the model and the system?,Avez-vous un journal détaillant toutes les modifications apportées au modèle et au système?,,
99,0.8a1,fairnessImplementation6,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Does the system's audit trail indicate all of decision points made by the system?,,,
100,0.8a1,fairnessImplementation7,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Can the audit trail generated by the system be used to help generate a notification of the decision (including a statement of reasons or other notifications) where required?,La piste de vérification générée par le système peut-elle être utilisée pour aider à produire une notification de la décision (y compris un énoncé des motifs ou une autre notification) au besoin?,,
101,0.8a1,fairnessImplementation8,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Does the audit trail identify precisely which version of the system was used for each decision it supports?,La piste de vérification permet-elle de déterminer précisément quelle version du système a été utilisée pour chaque décision qu'elle appuie?,,
102,0.8a1,fairnessImplementation9,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Does the audit trail show who an authorized decision-maker is?,La piste de vérification indique-t-elle qui est le décideur autorisé?,,
103,0.8a1,fairnessImplementation10,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Is the system able to produce reasons for its decisions or recommendations when required?,Le système est-il en mesure de justifier ses décisions ou ses recommandations au besoin?,,
104,0.8a1,fairnessImplementation11,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"Is there a process in place to grant, monitor, and revoke access permission to the system?","Avez-vous un processus en place pour accorder, surveiller et révoquer l'autorisation d'accès au système?",,
105,0.8a1,fairnessImplementation12,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is there a mechanism to capture feedback by users of the system?,Avez-vous un mécanisme pour recueillir les commentaires des utilisateurs du système?,,
106,0.8a1,fairnessImplementation13,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Is there a recourse process established for clients that wish to challenge the decision?,Avez-vous un processus de recours prévu ou établi pour les clients qui souhaitent contester la décision?,,
107,0.8a1,fairnessImplementation14,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Does the system enable human override of system decisions?,Le système permet-il à une personne de passer outre aux décisions du système?,,
108,0.8a1,fairnessImplementation15,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Is there a process in place to log the instances when overrides were performed?,Avez-vous un processus en place pour consigner les cas où des dérogations ont été effectuées?,,
109,0.8a1,fairnessImplementation16,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,2,Does the system's audit trail include change control processes to record modifications to the system's operation or performance?,Avez-vous des processus en place pour enregistrer les modifications apportées au fonctionnement ou au rendement du système?,,
110,0.8a1,fairnessImplementation17,fairnessImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,16,fairnessImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Have you prepared a concept case to the Government of Canada Enterprise Architecture Review Board?,Avez-vous préparé un dossier conceptuel à l'intention du Comité d'examen de l'architecture d'entreprise du gouvernement du Canada?,,
111,0.8a1,privacyDesign1,privacyDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,17,privacyDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Will you need to undertake a Privacy Impact Assessment, or revise an existing one?",Devrez-vous entreprendre une évaluation des facteurs relatifs à la vie privée ou réviser une évaluation existante??,,
112,0.8a1,privacyDesign2,privacyDesign,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,17,privacyDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,Will your system reflect Privacy by Design principles?,Votre système tiendra-t-il compte des principes de la 'Protection de la vie privée dès la conception'?,,
113,0.8a1,privacyImplementation1,privacyImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,18,privacyImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Have you completed a Privacy Impact Assessment or revised an existing one?,Avez-vous entrepris une évaluation des facteurs relatifs à la vie privée ou révisé une évaluation existante?,,
114,0.8a1,privacyImplementation2,privacyImplementation,De-Risking And Mitigation Measures,Élimination des risques et mesure d'atténuation,18,privacyImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,Does your system reflect Privacy by Design principles?,Votre système reflète-t-il les principes de la 'Protection de la vie privée dès la conception'?,,
1,0.6,projectDetailsRespondent,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Name of Respondent,Nom de la personne sondée,The name of the respondant is the name of the person that answers the questions.,Le nom de la personne répondant aux questions.
2,0.6,projectDetailsJob,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Job Title,Titre du poste,,
3,0.6,projectDetailsDepartment-NS,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,dropdown,N,,101,0,Department,Ministère,,
4,0.6,projectDetailsBranch,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Branch,Direction,,
5,0.6,projectDetailsTitle,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Project Title,Titre du projet,,
6,0.6,projectDetailsID,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Project ID from IT Plan,Identifiant du projet provenant du Plan TI,,
7,0.6,projectDetailsProgram,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,text,N,,0,0,Departmental Program (from Department Results Framework),Programme ministériel (Cadre ministériel des résultats,,
8,0.6,projectDetailsPhase,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,radiogroup,Y,,2,0,Project Phase,Phase du projet,,
9,0.6,projectDetailsDescription,projectDetails,Project Details,Détails du projet,2,projectDetailsPanel-NS,NS,none,,comment,N,,0,0,Please provide a project description:,Veuillez fournir une description du projet :,,
10,0.6,businessDrivers1,businessDrivers,Business Driver / Positive Impact,Facteur opérationnel / Incidence positive,3,businessDriversPanel-NS,NS,none,,checkbox,N,,6,0,What is motivating your team to introduce automation into this decision-making process? (Check all that apply),Qu'est-ce qui motive votre équipe à introduire l'automatisation dans ce processus décisionnel? (Cochez toutes les réponses qui s'appliquent.),,
11,0.6,motivation-other,businessDrivers,Business Driver / Positive Impact,Facteur opérationnel / Incidence positive,3,businessDriversPanel-NS,NS,none,,comment,N,"{businessDrivers1} contains [""item6-1""]",0,0,Please describe,S'il vous plait décrire,,
12,0.6,riskProfile1,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,Is the project within an area of intense public scrutiny (e.g. because of privacy concerns) and/or frequent litigation?,Le projet fait-il l'objet d'un examen public approfondi (e.g.: en raison de préoccupations liées à la protection de la vie privée) et/ou de litiges fréquents?,,
13,0.6,riskProfile2,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,Are clients in this line of business particularly vulnerable?,Les clients de ce secteur d'activité sont-ils particulièrement vulnérables?,,
14,0.6,riskProfile3,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,4,Are stakes of the decisions very high?,Les enjeux des décisions de ce programme sont-ils très élevés? ,,
15,0.6,riskProfile4,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,"Will this project have major impacts on staff, either in terms of their numbers or their roles?","Ce projet aura-t-il d'importantes répercussions sur le personnel, que ce soit en termes de nombre ou de rôle?",,
16,0.6,projectAuthority1,projectAuthority,Project Authority,Autorité de projet,5,projectAuthorityPanel-RS,RS,raw,,radiogroup,N,,2,2,Will you require new policy authority for this project?,Aurez-vous besoin d'une nouvelle autorisation en termes de politiques pour ce projet ?,,
17,0.6,aboutSystem1,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-NS,NS,none,,checkbox,N,,6,1,Please check which of the following capabilities apply to your system.,Veuillez indiquer laquelle des capacités suivantes s'applique à votre système.,,
