submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
16-1,16,0.10.0,businessDrivers7,83,raw,0,The system will be operating based on predefined rules and will not be able to diverge from them.,,The system will be operating based on predefined rules and will not be able to diverge from them.,"Le système fonctionnera selon des règles prédéfnies et ne pourra pas s’en 
écarter.
.
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,businessDrivers11,87,raw,0,"[""item6-0""]",5,Other (please specify),Autre (veuillez préciser),N,catalog,Y
16-1,16,0.10.0,businessDrivers12,88,raw,0,"The potential time savings from automation-enhanced processing will not be realized.
Service costs will remain stable rather than being reduced, and demand at SCCs will also remain stable.",,"The potential time savings from automation-enhanced processing will not be realized.
Service costs will remain stable rather than being reduced, and demand at SCCs will also remain stable.","Les gains de temps potentiels liés à l’automatisation du traitement ne seront 
pas réalisés. Les coûts de service resteront stables au lieu de diminuer, et la 
demande dans les Centres Service Canada (CSC) demeurera également 
stable.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,impact21,95,raw,0,"The system will output :

A confidence score for each uploaded document - a tolerance threshold will be prescribed to determine if the document is acceptable or not. 

Full text extraction via Optical Character Recognition (OCR) of each specified field on a document.

A confidence score for each section of extracted text - A tolerance threshold will be prescribed to determine if it's acceptable or not. 

An extract of all information submitted by the client in their eSIN application - this information will be used to populate fields in eSIN automation program. When a decision point will be reached based on this information, the system will be following the programmed rules.

A decision on whether the application will be processed systematically or not will be sent by the eSIN automation program to MSD to update the status of the application.",,"The system will output :

A confidence score for each uploaded document - a tolerance threshold will be prescribed to determine if the document is acceptable or not. 

Full text extraction via Optical Character Recognition (OCR) of each specified field on a document.

A confidence score for each section of extracted text - A tolerance threshold will be prescribed to determine if it's acceptable or not. 

An extract of all information submitted by the client in their eSIN application - this information will be used to populate fields in eSIN automation program. When a decision point will be reached based on this information, the system will be following the programmed rules.

A decision on whether the application will be processed systematically or not will be sent by the eSIN automation program to MSD to update the status of the application.","Les résultats produits par le système sont les suivants :
* Un score de confance pour chacun des documents téléchargés – un seuil 
de tolérance sera prescrit pour déterminer si le document est acceptable ou 
non. 
* Extraction complète du texte par la reconnaissance optique de caractères 
(ROC) pour chaque champ spécifé sur un document.
* Un score de confance pour chaque section de texte extraite - un seuil de 
tolérance sera prescrit pour déterminer si le document est acceptable ou non.
* Une extraction de tous les renseignements fournis par le client dans sa 
demande de NASe – ces renseignements seront utilisés pour remplir les 
champs dans le programme d’automatisation du NASe. Lorsqu’un point de 
décision sera atteint basé sur ces renseignements, le system suivra des 
règles programmées. 
* Le programme d’automatisation du NASe transmettra la décision quant à 
savoir si la demande sera traitée systématiquement ou non à MSD afn de 
mettre à jour le statut de la demande
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,impact31,93,raw,0,The role will be to initiate an automated decision-making process based on predefined rules.,,The role will be to initiate an automated decision-making process based on predefined rules.,"Le rôle consistera à initier un processus de prise de décision automatisée 
basé sur des règles prédéfnies.
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,aboutDataSource13,99,raw,0,"Input data collected: information found on PID and secondary documents (government issued identity documents)
Source: Clients or someone applying on their behalf who provided.
Method of collection: These documents were uploaded at application.",,"Input data collected: information found on PID and secondary documents (government issued identity documents)
Source: Clients or someone applying on their behalf who provided.
Method of collection: These documents were uploaded at application.","leur méthode de collecte.
Données d’entrée collectées : renseignements sur les documents d’identité 
principal et documents secondaires (pièces d’identité délivrées par le 
gouvernement).
Source : renseignements fournis par les clients ou une personne ayant soumis 
une demande au nom du client
Méthode de collecte : ces documents sont téléchargés lors de la demande
.
.
.
.
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,impact20,94,raw,0,"The criteria used is: 
Accuracy, Authenticity, Consistency and Completeness
Operations:
The system will determine if a document provided is authentic (done by way of a confidence score)
If data on two different documents does not match the user will be advised
Once the user's application has been submitted it will be transferred eSIN automation program where it will be matched to fields and validated against the source.",,"The criteria used is: 
Accuracy, Authenticity, Consistency and Completeness
Operations:
The system will determine if a document provided is authentic (done by way of a confidence score)
If data on two different documents does not match the user will be advised
Once the user's application has been submitted it will be transferred eSIN automation program where it will be matched to fields and validated against the source.","Les critères utilisés sont les suivants :
Précision, Authenticité, Cohérence et Exhaustivité 
Procédures appliquées : 
Le système déterminera si un document fourni est authentique (au moyen 
d’un score de confance).
Si les renseignements sur deux documents ne correspondent pas, l’utilisateur 
sera mis au courant.
Une fois la demande soumise par l’utilisateur, elle sera transmise au 
programme d’automatisation du NASe qui associera les renseignements aux 
champs correspondants et effectuera la validation auprès de la source. 
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,impact13,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
16-1,16,0.10.0,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
16-1,16,0.10.0,projectDetailsProgram,50,none,0,Social Insurance Number Program,,Social Insurance Number Program,programme du numéro d'assurance sociale,Y,submitted_translation,Y
16-1,16,0.10.0,aboutDataSource11,75,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,aboutDataSource12,98,raw,0,"PSU 905, PSU 933, PSU 913, PSU 942, ",,"PSU 905, PSU 933, PSU 913, PSU 942, ","PSU 905, PSU 933, PSU 913, PSU 942,",Y,submitted_translation,Y
16-1,16,0.10.0,decisionSector3,91,raw,0,"Are the uploaded documents acceptable? Did they pass the authentication module? 
Does the information on the primary identity document and secondary document match? 
Are all the requirements met to process the SIN request systematically? 
Can the SIN be issued? 
If correspondence is required, which correspondence should be sent to the client via email?",,"Are the uploaded documents acceptable? Did they pass the authentication module? 
Does the information on the primary identity document and secondary document match? 
Are all the requirements met to process the SIN request systematically? 
Can the SIN be issued? 
If correspondence is required, which correspondence should be sent to the client via email?","Les documents téléchargés sont-ils acceptables? Ont-ils passé le module 
d’authentifcation?
Les renseignements sur le document d’identité principal correspondent-ils à 
ceux sur le document secondaire ?
Toutes les exigences sont-elles remplies pour traiter la demande de NAS de 
façon systématique?
Le NAS peut-il être émis ?
Si une correspondance est requise, quelle correspondance doit être envoyée 
au client par courriel?

.
.
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,aboutDataType2,28,raw,4,"[""item2-4""]",1,Images and videos,Images et vidéos,N,catalog,Y
16-1,16,0.10.0,decisionSector1,11,raw,1,"[""item3-1""]",2,"Social assistance (employment insurance, disability claims)","Aide sociales (assurance-emploi, demandes de prestations d'invalidité)",N,catalog,Y
16-1,16,0.10.0,consultationImplementation3,63,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,consultationImplementation1,61,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,consultationImplementation2,62,mitigation,0,"[""item6"", ""item4"", ""item11"", ""item7"", ""item16"", ""item3""]",4;2;8;5;13;1,Access to Information and Privacy Office;Program Policy;Human Resources;Communications services;Accessibility Working Groups;Data Governance,Bureau de l'accès à l'information et de la protection des renseignements personnels;Politique du programme;Ressources humaines;Services des communications;Groupes de travail sur l’accessibilité;Gouvernance des données,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation1,67,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation2,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation3,30,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation4,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation5,31,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation6,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation7,32,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation8,33,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation10,34,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,dataQualityImplementation9,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation1,68,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation2,36,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation3,37,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation4,38,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation5,39,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation6,40,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation7,41,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation8,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation9,43,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation10,44,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation11,45,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation12,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation13,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation14,43,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation15,44,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation16,45,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,fairnessImplementation17,46,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,privacyImplementation1,71,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,privacyImplementation2,72,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,privacyImplementation5,100,mitigation,0,"Privacy Impact Assessment Report for Electronic Social Insurance Number Automation (eSINa)
",,"Privacy Impact Assessment Report for Electronic Social Insurance Number Automation (eSINa)
","En cours
.
.
.
.
.
.
.
.",Y,submitted_translation,Y
16-1,16,0.10.0,privacyImplementation3,77,mitigation,0,item2-0,1,No,Non,N,catalog,Y
16-1,16,0.10.0,privacyImplementation4,78,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,privacyImplementation7,102,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
16-1,16,0.10.0,privacyImplementation8,103,mitigation,0,"eSINA's automated decision system for personal identification documents verification does not retain any personal information and as such, de-identification is not required. The original scanned documents and the extract of all information they contain will be deleted after a predetermined period. ",,"eSINA's automated decision system for personal identification documents verification does not retain any personal information and as such, de-identification is not required. The original scanned documents and the extract of all information they contain will be deleted after a predetermined period. ","Les documents scannés originaux et l'extrait de toutes les informations qu'ils 
contiennent seront supprimés après une période prédéterminée.
.
.
.
.
.",Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsRespondent,1,none,0,Daniel Andrews,,Daniel Andrews,Daniel Andrews,Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsJob,2,none,0,Lead Architect,,Lead Architect,Architecte principal,Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsDepartment-NS,3,none,0,021,17,Veterans Affairs (Department of),Anciens Combattants (Ministère des),N,catalog,Y
17-1,17,0.9.1,projectDetailsBranch,4,none,0,Corporate Services,,Corporate Services,Services Ministériels,Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsTitle,5,none,0,Mental Health Benefit,,Mental Health Benefit,Avantages pour la santé mentale,Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsID,49,none,0,Mental health Pgm – (PRJ-00005814),,Mental health Pgm – (PRJ-00005814),Avantages pour la santé mentale - PRJ-00005814,Y,submitted_translation,Y
17-1,17,0.9.1,projectDetailsPhase,51,none,0,item2,1,Implementation,Implémentation,N,catalog,Y
17-1,17,0.9.1,projectDetailsDescription,6,none,0,"Currently, Veterans must wait for adjudication of their disability benefits application before becoming eligible for coverage for treatment benefits.  The adjudication process can take some time (target processing time of 16 weeks), delaying access to needed benefits. 

The Mental Health Benefits would allow Veterans to access coverage for mental health treatment and supports immediately upon application for Disability Benefits for certain mental health conditions, for up to two years or until their disability entitlement decision is granted.
",,"Currently, Veterans must wait for adjudication of their disability benefits application before becoming eligible for coverage for treatment benefits.  The adjudication process can take some time (target processing time of 16 weeks), delaying access to needed benefits. 

The Mental Health Benefits would allow Veterans to access coverage for mental health treatment and supports immediately upon application for Disability Benefits for certain mental health conditions, for up to two years or until their disability entitlement decision is granted.
","Actuellement, les vétérans doivent attendre la décision relative à leur demande de prestations d’invalidité avant d’être admissibles à la couverture en vertu du Programme d’avantages médicaux. Le processus peut s’avérer plutôt long (leur demande doit normalement être traitée dans les 16 semaines après qu’elle a été présentée), ce qui retarde l’accès aux avantages nécessaires.

Les avantages pour la santé mentale permettraient aux vétérans d’accéder au traitement en santé mentale et au soutien dont ils ont besoin dès qu’ils présentent leur demande de prestations d’invalidité pour certains problèmes de santé mentale. Cette couverture pourrait s’échelonner sur une période allant jusqu’à deux ans ou jusqu’à ce que soit rendue une décision établissant leur admissibilité.",Y,submitted_translation,Y
17-1,17,0.9.1,businessDrivers1,7,none,0,"[""item1""]",0,Existing backlog of work or cases,Arriéré de travail ou de cas existant,N,catalog,Y
17-1,17,0.9.1,riskProfile1,52,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,riskProfile2,53,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,riskProfile3,54,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,projectAuthority1,56,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutSystem1,9,none,0,"[""item5""]",4,"Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows","Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.",N,catalog,Y
17-1,17,0.9.1,aboutAlgorithm1,57,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,decisionSector1,11,raw,1,"[""item1-1""]",0,Health related services,Services liés à la santé,N,catalog,Y
17-1,17,0.9.1,impact1,59,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,impact2,60,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,impact3,47,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,impact5,14,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
17-1,17,0.9.1,impact7,16,raw,2,item2-2,1,"Some impacts may last a matter of months, but some lingering impacts may last longer",Certaines incidences peuvent durer quelques mois ou plus longtemps.,N,catalog,Y
17-1,17,0.9.1,impact9,18,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
17-1,17,0.9.1,impact10,17,raw,0,This is an eligibility determination with no impact on rights/freedoms.,,This is an eligibility determination with no impact on rights/freedoms.,Il s’agit d’une détermination de l’admissibilité sans incidence sur les droits et libertés.,Y,submitted_translation,Y
17-1,17,0.9.1,impact11,69,raw,3,item3-3,2,High impact,Incidence élevée,N,catalog,Y
17-1,17,0.9.1,impact12,17,raw,0,Mental health benefits impact client wellness by providing early access to coverage for required treatments.,,Mental health benefits impact client wellness by providing early access to coverage for required treatments.,Les avantages pour la santé mentale ont une incidence sur le bien-être des clients en leur fournissant un accès rapide à une couverture pour les traitements requis.,Y,submitted_translation,Y
17-1,17,0.9.1,impact13,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
17-1,17,0.9.1,impact14,17,raw,0,Mental health benefits cover costs for professional services related to a client's mental health but provides no additional financial benefit to the client.,,Mental health benefits cover costs for professional services related to a client's mental health but provides no additional financial benefit to the client.,"Les avantages pour la santé mentale couvrent les frais des services professionnels liés à la santé mentale du client, mais ne fournissent pas d’avantages financiers supplémentaires au client.",Y,submitted_translation,Y
17-1,17,0.9.1,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
17-1,17,0.9.1,impact16,17,raw,0,This is eligibility for individuals and does not relate to the environment.,,This is eligibility for individuals and does not relate to the environment.,Il s’agit de l’admissibilité des personnes et ne concerne pas l’environnement.,Y,submitted_translation,Y
17-1,17,0.9.1,aboutDataSource1,20,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource9,73,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource10,74,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource11,75,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource2,21,raw,3,item4-3,3,Protected B / Protected C,Protégé B/Protégé C,N,catalog,Y
17-1,17,0.9.1,aboutDataSource3,22,raw,1,item2-1,1,Federal government,Gouvernement fédéral,N,catalog,Y
17-1,17,0.9.1,aboutDataSource4,23,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource5,24,raw,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,aboutDataSource6,25,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,aboutDataSource8,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
17-1,17,0.9.1,aboutDataType1,27,raw,0,item2,1,No,Non,N,catalog,Y
17-1,17,0.9.1,consultationImplementation1,61,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,consultationImplementation2,62,mitigation,0,"[""item2"", ""item4"", ""item5"", ""item6"", ""item7"", ""item8"", ""item3""]",0;2;3;4;5;6;1,Strategic Policy and Planning;Program Policy;Legal Services;Access to Information and Privacy Office;Communications;Client Experience / Client Relationship Management;Data Governance,Politique et planification stratégiques;Politique du programme;Services légaux;Bureau de l'accès à l'information et de la protection des renseignements personnels;;Expérience client / Gestion de la relation client;Gouvernance des données,N,catalog,Y
17-1,17,0.9.1,consultationImplementation3,63,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation1,67,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation2,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation3,30,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation4,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation5,31,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation6,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation7,32,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation8,33,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation9,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,dataQualityImplementation10,34,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation1,68,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation2,36,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation3,37,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation4,38,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation5,39,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation6,40,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation7,41,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation8,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation9,43,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation10,44,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation11,45,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation12,46,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation13,42,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation14,43,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation15,44,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation16,45,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,fairnessImplementation17,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,privacyImplementation1,71,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,privacyImplementation2,72,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,privacyImplementation3,77,mitigation,0,item2-0,1,No,Non,N,catalog,Y
17-1,17,0.9.1,privacyImplementation4,78,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
17-1,17,0.9.1,consultationImplementation4,64,mitigation,0,"[""item8"", ""item10"", ""item2""]",2;3;0,Industry;Office of the Privacy Commissioner;Civil Society,Industrie;Commissariat à la protection de la vie privée;Société civile,N,catalog,Y
17-1,17,0.9.1,impact8,17,raw,0,"Once a disability benefits decision is made, one of the two following scenarios will happen:
Favourable decision: Coverage will transfer to VAC's Treatment Benefits program without any interruption and will continue for as long as needed.
Unfavourable decision: Mental Health Benefits coverage will stay active until the end of the 2 year eligibility period.
",,"Once a disability benefits decision is made, one of the two following scenarios will happen:
Favourable decision: Coverage will transfer to VAC's Treatment Benefits program without any interruption and will continue for as long as needed.
Unfavourable decision: Mental Health Benefits coverage will stay active until the end of the 2 year eligibility period.
","Une fois la décision relative aux prestations d’invalidité rendue, il y a deux scénarios possibles : 

si la décision est favorable, la couverture des avantages pour la santé mentale prendra fin, mais sera transférée au Programme d’avantages médicaux plus généreux d’ACC sans interruption et se poursuivra pour aussi longtemps que nécessaire; ou
si la décision est défavorable, les avantages pour la santé mentale se poursuivront jusqu’à la fin de la période d’admissibilité de deux ans.",Y,submitted_translation,Y
18-1,18,0.9.1,projectDetailsRespondent,1,none,0,Daniel Andrews,,Daniel Andrews,,Y,missing,Y
18-1,18,0.9.1,projectDetailsJob,2,none,0,Architect,,Architect,,Y,missing,Y
18-1,18,0.9.1,projectDetailsDepartment-NS,3,none,0,021,17,Veterans Affairs (Department of),Anciens Combattants (Ministère des),N,catalog,Y
18-1,18,0.9.1,projectDetailsBranch,4,none,0,Corporate Services,,Corporate Services,,Y,missing,Y
18-1,18,0.9.1,projectDetailsTitle,5,none,0,Automation Development to Support Disability Benefit Decision Making,,Automation Development to Support Disability Benefit Decision Making,,Y,missing,Y
18-1,18,0.9.1,projectDetailsID,49,none,0,PRJ-00002135,,PRJ-00002135,,Y,missing,Y
18-1,18,0.9.1,projectDetailsPhase,51,none,0,item1,0,Design,Conception,N,catalog,Y
18-1,18,0.9.1,projectDetailsDescription,6,none,0,Project is to increase our use of automation technologies to improve throughput of disability decisions and reduce the overall backlog.,,Project is to increase our use of automation technologies to improve throughput of disability decisions and reduce the overall backlog.,,Y,missing,Y
18-1,18,0.9.1,businessDrivers1,7,none,0,"[""item1"", ""item5"", ""item6""]",0;4;5,Existing backlog of work or cases;Use innovative approaches;Other (please specify),Arriéré de travail ou de cas existant;Utilisation d'approches novatrices;Autre (veuillez préciser),N,catalog,Y
18-1,18,0.9.1,riskProfile1,52,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,riskProfile2,53,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,riskProfile3,54,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,projectAuthority1,56,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,aboutSystem1,9,none,0,"[""item2"", ""item5"", ""item1"", ""item4""]",1;4;0;3,"Text and speech analysis: Analyzing large data sets to recognize, process, and tag text, speech, voice, and make recommendations based on the tagging;Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows;Image and object recognition: Analyzing very large data sets to automate the recognition, classification, and context associated with an image or object.;Content generation: Analyzing large data sets to categorize, process, triage, personalize, and serve specific content for specific contexts","Analyse du texte et de la parole: Analyser de vastes jeux de données pour reconnaître, traiter et étiqueter le texte, la parole, la voix et faire des recommendations en fonction du marquage.;Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.;Reconnaissance d'images et d'objets: Analyser de volumineux jeux de donnée pour automatiser la reconnaissance, la classification et le context associés à une image ou à un objet.;Génération de contenu: Analyser de vastes jeux de données pour créer des catégories, traiter, trier, personnaliser et servir un contenu spécifique destiné à des contextes particuliers.",N,catalog,Y
18-1,18,0.9.1,aboutAlgorithm1,57,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,decisionSector1,11,raw,2,"[""item1-1"", ""item3-1""]",0;2,"Health related services;Social assistance (ei, disability claims, etc)","Services liés à la santé;Aide sociales (assurance-emploi, demandes de prestations d'invalidité, etc.)",N,catalog,Y
18-1,18,0.9.1,impact1,59,raw,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,impact2,60,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,impact3,47,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,impact5,14,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
18-1,18,0.9.1,impact7,16,raw,4,item4-4,3,Most impacts are perpetual,La plupart des incidences sont sans limite dans le temps.,N,catalog,Y
18-1,18,0.9.1,impact8,17,raw,0,Determination of eligibility for disability benefits will have an impact on access to health services as well as the financial situation of the client.,,Determination of eligibility for disability benefits will have an impact on access to health services as well as the financial situation of the client.,,Y,missing,Y
